Fecha,Departamento,Municipio,Día,Hora,Barrio,Zona,Clase de sitio,Arma empleada,Móvil Agresor,Móvil Victima,Edad,Sexo,Estado civil,País de nacimiento,Clase de empleado,Profesión,Escolaridad,Código DANE,CLASE,MARCA,LINEA,MODELO,COLOR,Cantidad
08/22/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,12/31/1899 01:45:00 PM,CIUDAD KENNEDY CENTRAL E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,72,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,11001000,CAMPERO,NISSAN,PATROL,1981,MARFIL,1
08/22/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,12/31/1899 12:52:00 PM,MONTEVIDEO E-9,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,49,MASCULINO,CASADO,COLOMBIA,PENSIONADO,-,SECUNDARIA,11001000,AUTOMOVIL,HYUNDAI,I10GL,2016,AMARILLO,1
08/22/2016 12:00:00 AM,CUNDINAMARCA,GIRARDOT,Lunes,12/31/1899 04:00:00 AM,MIRAFLORES,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,CONDUCTOR VEHICULO,BICICLETA,51,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,25307000,AUTOMOVIL,MAZDA,323 HB,1986,ROJO,1
08/22/2016 12:00:00 AM,GUAJIRA,RIOHACHA (CT),Lunes,12/31/1899 08:30:00 AM,VILLA SHARIN,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO VEHICULO,CONDUCTOR VEHICULO,41,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,44001000,AUTOMOVIL,MAZDA,LINEA STANDARD,2001,GRIS,1
08/22/2016 12:00:00 AM,NORTE DE SANTANDER,CÚCUTA (CT),Lunes,12/31/1899 10:00:00 PM,BARRIO LOS ACACIOS,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,CONDUCTOR VEHICULO,A PIE,63,MASCULINO,SEPARADO,COLOMBIA,INDEPENDIENTE,CONTADOR PUBLICO,SUPERIOR,54001000,AUTOMOVIL,FORD,LINEA STANDARD,1997,GRIS,1
08/22/2016 12:00:00 AM,VALLE,CALI (CT),Lunes,12/31/1899 08:00:00 PM,SAN FERNANDO NUEVO E19,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,27,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,CAMIONETA,CHEVROLET,CAPTIVA,2011,GRIS,1
08/22/2016 12:00:00 AM,VALLE,CALI (CT),Lunes,12/31/1899 07:00:00 PM,PAMPA LINDA E19,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SUPERIOR,76001000,CAMIONETA,MAZDA,BT 50,2013,BLANCO,1
08/22/2016 12:00:00 AM,VALLE,CALI (CT),Lunes,12/31/1899 10:00:00 PM,LOS PARQUES - BARRANQUILLA E5,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SUPERIOR,76001000,AUTOMOVIL,KIA,PICANTO,2009,PLATA,1
08/22/2016 12:00:00 AM,VALLE,CALI (CT),Lunes,12/31/1899 03:00:00 PM,PARCELACIONES PANCE E22,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,25,FEMENINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,AUTOMOVIL,HYUNDAI,GRAND I10,2015,GRIS,1
08/22/2016 12:00:00 AM,VALLE,CALI (CT),Lunes,12/31/1899 10:00:00 AM,SAN VICENTE E2,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,19,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76001000,AUTOMOVIL,CHEVROLET,SPARK,2008,ROJO,1
08/22/2016 12:00:00 AM,VALLE,CALI (CT),Lunes,12/31/1899 10:00:00 AM,VERSALLES E2,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,38,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,ARQUITECTO,SUPERIOR,76001000,AUTOMOVIL,CHEVROLET,CRUZE PLATINUM,2011,NEGRO,1
08/22/2016 12:00:00 AM,VALLE,CALI (CT),Lunes,12/31/1899 05:00:00 PM,CALIMIO DESEPAZ E21,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,56,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,CAMIONETA,CHEVROLET,LUV KB 26,1982,HABANO,1
08/22/2016 12:00:00 AM,VALLE,CALI (CT),Lunes,12/31/1899 05:00:00 PM,PRADOS DEL NORTE E2,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,37,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,CAMIONETA,KIA,SPORTAGE,2016,BLANCO,1
08/22/2016 12:00:00 AM,VALLE,CALI (CT),Lunes,12/31/1899 11:00:00 AM,TORRES DE CONFANDI E5,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,26,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,AUTOMOVIL,CHEVROLET,SPARK,2012,NEGRO GRAFITO,1
08/22/2016 12:00:00 AM,VALLE,CALI (CT),Lunes,12/31/1899 01:00:00 PM,NUEVA GRANADA E19,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,29,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SUPERIOR,76001000,AUTOMOVIL,KIA,PICANTO EKOTAXI+ EX,2012,NEGRO,1
08/22/2016 12:00:00 AM,VALLE,CALI (CT),Lunes,12/31/1899 01:00:00 AM,SAN ANTONIO E3,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,39,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SUPERIOR,76001000,AUTOMOVIL,CHEVROLET,SWIFT,1992,AZUL,1
08/22/2016 12:00:00 AM,VALLE,CALI (CT),Lunes,12/31/1899 04:05:00 PM,URB. TEQUENDAMA E19,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,27,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,INGENIERO DE SISTEMAS,SUPERIOR,76001000,AUTOMOVIL,FORD,LASER,2002,AZUL,1
08/23/2016 12:00:00 AM,ANTIOQUIA,ENVIGADO,Martes,12/31/1899 08:45:00 AM,SEÑORIAL,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,35,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5266000,AUTOMOVIL,SUZUKI,SWIFT,2014,NEGRO,1
08/23/2016 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Martes,12/31/1899 10:00:00 PM,SAN JOAQUIN C-11,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,51,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5001000,AUTOMOVIL,MAZDA,323,1984,AZUL,1
08/23/2016 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Martes,12/31/1899 10:00:00 PM,VILLANUEVA C-10,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,31,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5001000,AUTOMOVIL,RENAULT,SANDERO,2011,GRIS,1
08/23/2016 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Martes,12/31/1899 02:20:00 PM,ROBLEDO C-7,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,39,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5001000,AUTOMOVIL,CHEVROLET,SPRINT,1996,AZUL,1
08/23/2016 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Martes,12/31/1899 09:05:00 AM,ROSALES C-16,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,37,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,AUTOMOVIL,VOLKSWAGEN,JETTA,2012,BLANCO,1
08/23/2016 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),Martes,12/31/1899 09:20:00 PM,BELLAVISTA,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,22,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,INGENIERO DE SISTEMAS,SUPERIOR,8001000,AUTOMOVIL,CHEVROLET,SPRINT,1996,GRIS,1
08/23/2016 12:00:00 AM,CAUCA,CORINTO,Martes,12/31/1899 02:20:00 AM,20 de Agosto,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,22,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,-,SECUNDARIA,19212000,VEHICULO-PANEL,TOYOTA,LINEA STANDARD,1998,GRIS,1
08/23/2016 12:00:00 AM,CAUCA,POPAYÁN (CT),Martes,12/31/1899 08:30:00 AM,VILLA CLAUDIA,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,54,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,19001000,CAMIONETA,TOYOTA,LINEA STANDARD,1998,BLANCO,1
08/23/2016 12:00:00 AM,CAUCA,TIMBÍO,Martes,12/31/1899 11:45:00 AM,"VDA. QUILCACE, ANTES DEL PUENTE",RURAL,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,56,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,19807000,AUTOMOVIL,CHEVROLET,SPARK GT,2016,ROJO,1
08/23/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,12/31/1899 09:00:00 PM,LA RIVIERA E-10,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,27,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,CAMIONETA,CHEVROLET,N300,2012,BLANCO,1
08/23/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,12/31/1899 10:00:00 PM,SAN JOSÉ SUR E-18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,40,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,AUTOMOVIL,FORD,FIESTA,2015,PLATA,1
08/23/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,12/31/1899 08:30:00 PM,GUSTAVO RESTREPO E-18,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,11001000,AUTOMOVIL,HYUNDAI,ATOS SANTRO GL,2008,NEGRO Y BLANCO,1
08/23/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,12/31/1899 09:40:00 PM,CANTALEJO E-11,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SUPERIOR,11001000,AUTOMOVIL,CHEVROLET,AVEO EMOTION,2009,NEGRO,1
08/23/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,12/31/1899 10:40:00 PM,NICOLAS DE FEDERMAN E-13,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,38,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,CAMPERO,AUDI,Q5,2014,NEGRO,1
08/23/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,12/31/1899 03:40:00 AM,GRAN BRITALIA E-8,URBANA,PARQUEADERO,CONTUNDENTES,A PIE,A PIE,38,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,CAMIONETA,NISSAN,NP300 FRONTIER,2016,BLANCO,1
08/23/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,12/31/1899 02:50:00 AM,LUCERO BAJO E-19,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,26,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PUBLICO,-,TECNICO,11001000,AUTOMOVIL,RENAULT,R 9 TSE,1988,BLANCO,1
08/23/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,12/31/1899 02:23:00 AM,BOITA E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,53,MASCULINO,VIUDO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,11001000,CAMPERO,CHEVROLET,GRAND VITARA,2003,ROJO,1
08/23/2016 12:00:00 AM,NORTE DE SANTANDER,CÚCUTA (CT),Martes,12/31/1899 06:30:00 PM,BARRIO BLAN,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,CONDUCTOR VEHICULO,A PIE,56,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,MEDICO,SUPERIOR,54001000,CAMIONETA,HYUNDAI,TUCSON GL 2.0,2007,AZUL,1
08/23/2016 12:00:00 AM,NORTE DE SANTANDER,CÚCUTA (CT),Martes,12/31/1899 02:00:00 AM,BARRIO ZULIMA,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,31,MASCULINO,CASADO,-,DESEMPLEADO,-,SECUNDARIA,54001000,CAMION,CARIBE,IZUSU,1987,VERDE,1
08/23/2016 12:00:00 AM,SUCRE,MAJAGUAL,Martes,12/31/1899 09:00:00 AM,CGTO. LA SIERPITA,RURAL,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,50,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,70429000,CAMIONETA,CHEVROLET,LUV D MAX,2013,BLANCO,1
08/23/2016 12:00:00 AM,TOLIMA,IBAGUÉ (CT),Martes,12/31/1899 10:30:00 AM,LOS GUALANDAYES,URBANA,PARQUEADERO,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,32,FEMENINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,73001000,AUTOMOVIL,CHEVROLET,SPARK LIKE 1.0L TM LS,2016,PLATEADO,1
08/23/2016 12:00:00 AM,VALLE,CALI (CT),Martes,12/31/1899 07:00:00 PM,VERSALLES E2,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,40,FEMENINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,AUTOMOVIL,CHEVROLET,SPARK,2008,ROJO,1
08/23/2016 12:00:00 AM,VALLE,CALI (CT),Martes,12/31/1899 08:00:00 AM,EUCARISTICO E19,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,30,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76001000,CAMIONETA,MAZDA,B 2200,1996,BLANCO,1
08/23/2016 12:00:00 AM,VALLE,CALI (CT),Martes,12/31/1899 11:00:00 PM,CRISTOBAL COLON E10,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,ADMINISTRADOR DE EMPRESAS,SUPERIOR,76001000,AUTOMOVIL,HYUNDAI,GRAND I10,2013,CHAMPAÑA,1
08/23/2016 12:00:00 AM,VALLE,CALI (CT),Martes,12/31/1899 01:00:00 PM,CIUDADELA CONFANDI E17,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,80,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,AUTOMOVIL,KIA,PICANTO,2015,PLATA,1
08/23/2016 12:00:00 AM,VALLE,CALI (CT),Martes,12/31/1899 12:00:00 PM,PASEO DE LOS ALMENDROS E5,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,26,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,AUTOMOVIL,KIA,RIO UB EX,1990,PLATA,1
08/23/2016 12:00:00 AM,VALLE,CALI (CT),Martes,12/31/1899 09:20:00 PM,YIRA CASTRO E13,URBANA,BAHIA,LLAVE MAESTRA,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,AUTOMOVIL,CHEVROLET,TROOPER,1992,ROJO - BLANCO,1
08/23/2016 12:00:00 AM,VALLE,CALI (CT),Martes,12/31/1899 01:40:00 PM,RAFAEL URIBE URIBE E8,URBANA,LAVA-AUTOS,ARMA DE FUEGO,A PIE,A PIE,36,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,76001000,CAMIONETA,TOYOTA,LAND CRUISER,2012,BLANCO,1
08/23/2016 12:00:00 AM,VALLE,CALI (CT),Martes,12/31/1899 12:10:00 PM,PARCELACIONES PANCE E22,RURAL,CARRETERA,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,CONDUCTOR VEHICULO,32,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76001000,AUTOMOVIL,FORD,FIESTA,2016,NEGRO,1
08/23/2016 12:00:00 AM,VALLE,PALMIRA,Martes,12/31/1899 06:00:00 PM,URIBE URIBE,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,27,FEMENINO,SOLTERO,COLOMBIA,NO REPORTA,-,SUPERIOR,76520000,AUTOMOVIL,HYUNDAI,LINEA STANDARD,2012,GRIS,1
08/23/2016 12:00:00 AM,VALLE,PALMIRA,Martes,12/31/1899 06:00:00 PM,URIBE URIBE,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,37,FEMENINO,CASADO,COLOMBIA,NO REPORTA,-,SUPERIOR,76520000,AUTOMOVIL,KIA,LINEA STANDARD,2010,BLANCO,1
08/23/2016 12:00:00 AM,VALLE,YUMBO,Martes,12/31/1899 04:00:00 AM,LAS AMERICAS E25,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,56,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,76892000,AUTOMOVIL,FIAT,BRAVA,1981,BLANCO,1
08/24/2016 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Miércoles,12/31/1899 03:00:00 PM,PRADO C-10,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,73,MASCULINO,VIUDO,COLOMBIA,PENSIONADO,-,SECUNDARIA,5001000,CAMIONETA,MAZDA,B 1600,1990,VERDE,1
08/24/2016 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Miércoles,12/31/1899 05:30:00 AM,MANRIQUE 1  C-4,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,34,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,CAMIONETA,TOYOTA,HILUX,1997,BLANCO,1
08/24/2016 12:00:00 AM,ATLÁNTICO,SOLEDAD,Miércoles,12/31/1899 06:00:00 AM,VILLA ROSA,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,43,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,-,SECUNDARIA,8758000,AUTOMOVIL,MAZDA,323,1997,PLATEADO,1
08/24/2016 12:00:00 AM,CAUCA,POPAYÁN (CT),Miércoles,12/31/1899 01:00:00 AM,CHAPINERO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,35,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,19001000,CAMIONETA,MAZDA,B 2200,1998,NEGRO Y BLANCO,1
08/24/2016 12:00:00 AM,CESAR,VALLEDUPAR (CT),Miércoles,12/31/1899 12:00:00 AM,ALFONSO LOPEZ,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,26,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,20001000,AUTOMOVIL,MAZDA,2,2010,NEGRO,1
08/24/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,12/31/1899 08:00:00 PM,LA FELICIDAD E-9,URBANA,FRENTE CONJUNTO - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,39,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,ABOGADO,SUPERIOR,11001000,AUTOMOVIL,CHEVROLET,SPARK,2010,GRIS,1
08/24/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,12/31/1899 10:00:00 PM,VILLA AMALIA E-10,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,47,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,TECNICO,11001000,AUTOMOVIL,RENAULT,CLIO EXPRESSION,2006,ROJO,1
08/24/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,12/31/1899 08:30:00 PM,SAN MIGUEL E-7,URBANA,PARQUEADERO,CONTUNDENTES,A PIE,A PIE,42,MASCULINO,DIVORCIADO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,11001000,CAMIONETA,FOTON,BJ2037Y3MDV,2015,BLANCO,1
08/24/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,12/31/1899 07:30:00 PM,CASTILLA LA NUEVA E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,34,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,CAMPERO,CHEVROLET,TROOPER,1993,BLANCO,1
08/24/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,12/31/1899 12:40:00 PM,CIUDAD KENNEDY CENTRAL E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,33,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,AUTOMOVIL,CHEVROLET,SPARK,2012,ROJO,1
08/24/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,12/31/1899 04:15:00 PM,EL CEREZO E-11,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,37,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,TECNOLOGO,11001000,CAMPERO,CHEVROLET,TROOPER DLX,1990,BLANCO,1
08/24/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,12/31/1899 09:55:00 PM,MUZU E-16,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,31,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SUPERIOR,11001000,AUTOMOVIL,RENAULT,TWINGO AUTHENTIQUE,2009,NEGRO,1
08/24/2016 12:00:00 AM,GUAJIRA,ALBANIA,Miércoles,12/31/1899 06:00:00 PM,COMPLEJO EL CERREJON,RURAL,PARQUEADERO,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,31,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,44035000,AUTOMOVIL,MAZDA,626,1992,NEGRO,1
08/24/2016 12:00:00 AM,NARIÑO,IPIALES,Miércoles,12/31/1899 09:00:00 PM,OBRERO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,CONDUCTOR TAXI,CONDUCTOR VEHICULO,34,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,ADMINISTRADOR DE EMPRESAS,SUPERIOR,52356000,AUTOMOVIL,CHEVROLET,SWIFT,1999,AZUL,1
08/24/2016 12:00:00 AM,NORTE DE SANTANDER,CÚCUTA (CT),Miércoles,12/31/1899 07:00:00 AM,BARRIO LOS OLIVOS,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,54001000,VEHICULO-PANEL,MAZDA,323 HE 5,1998,PLATEADO,1
08/24/2016 12:00:00 AM,SANTANDER,BUCARAMANGA (CT),Miércoles,12/31/1899 01:45:00 PM,PROVENZA,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,CONDUCTOR VEHICULO,A PIE,24,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SUPERIOR,68001000,CAMIONETA,JEEP,CHEROKEE,2008,PLATA,1
08/24/2016 12:00:00 AM,VALLE,CALI (CT),Miércoles,12/31/1899 07:00:00 PM,BUENOS AIRES E18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,34,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76001000,AUTOMOVIL,NISSAN,MARCH,2015,GRIS,1
08/24/2016 12:00:00 AM,VALLE,CALI (CT),Miércoles,12/31/1899 03:00:00 PM,CIUDAD CAMPESTRE E22,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,60,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,TECNICO,76001000,AUTOMOVIL,CHEVROLET,SPARK,2015,PLATA,1
08/24/2016 12:00:00 AM,VALLE,CALI (CT),Miércoles,12/31/1899 08:00:00 AM,MORICHAL DE COMFANDI E15,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,30,FEMENINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,TECNICO EMPRESARIAL,TECNICO,76001000,AUTOMOVIL,CHEVROLET,SPRINT,1987,CHAMPAÑA,1
08/24/2016 12:00:00 AM,VALLE,CALI (CT),Miércoles,12/31/1899 12:00:00 PM,SAN LUIS E6,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,43,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,76001000,AUTOMOVIL,RENAULT,R 18 TS,1985,CAFE,1
