Fecha,Departamento,Municipio,Día,Hora,Barrio,Zona,Clase de sitio,Arma empleada,Móvil Agresor,Móvil Victima,Edad,Sexo,Estado civil,País de nacimiento,Clase de empleado,Profesión,Escolaridad,Código DANE,CLASE,MARCA,LINEA,MODELO,COLOR,Cantidad
01/01/2016 12:00:00 AM,ANTIOQUIA,ENVIGADO,Viernes,12/31/1899 01:30:00 AM,MESA,URBANA,FRENTE A EDIFICIO - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,53,FEMENINO,SOLTERO,COLOMBIA,NO REPORTA,ADMINISTRADOR DE EMPRESAS,SUPERIOR,5266000,AUTOMOVIL,CHEVROLET,CRUZE,2013,NEGRO,1
01/01/2016 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),Viernes,12/31/1899 04:00:00 PM,ALTOS DEL LIMON,URBANA,CONJUNTO RESIDENCIAL,LLAVE MAESTRA,A PIE,A PIE,33,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,PSICOLOGO,SUPERIOR,8001000,AUTOMOVIL,NISSAN,VERSA,2013,GRIS,1
01/01/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,12/31/1899 06:00:00 PM,LA CABAÑA E-9,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,57,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,CAMIONETA,FORD,F 150 FLARESIDE XL,1993,BLANCO,1
01/01/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,12/31/1899 02:30:00 AM,LA FAENA E-10,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,45,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,11001000,CAMIONETA,CHEVROLET,LUV TFS,2004,BLANCO,1
01/01/2016 12:00:00 AM,GUAJIRA,MAICAO,Viernes,12/31/1899 08:55:00 AM,CENTRO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,39,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,44430000,AUTOMOVIL,CHANA,BENNI SC,2012,AMARILLO,1
01/01/2016 12:00:00 AM,PUTUMAYO,VALLE DEL GUAMUEZ,Viernes,12/31/1899 01:00:00 AM,VDA. EL CHARCO DEL AMOR,RURAL,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,36,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,86865000,AUTOMOVIL,CHEVROLET,SAMURAI HARD TOP,1996,BLANCO,1
01/01/2016 12:00:00 AM,SANTANDER,BUCARAMANGA (CT),Viernes,12/31/1899 06:30:00 AM,CENTRO,URBANA,PARQUEADERO,SIN EMPLEO DE ARMAS,A PIE,-,38,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,68001000,AUTOMOVIL,MAZDA,3,2005,PLATEADO,1
01/01/2016 12:00:00 AM,VALLE,CALI (CT),Viernes,12/31/1899 10:00:00 PM,COLSEGUROS ANDES E10,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,50,MASCULINO,DIVORCIADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76001000,AUTOMOVIL,CHEVROLET,CRUZE,2011,PLATEADO,1
01/01/2016 12:00:00 AM,VALLE,CALI (CT),Viernes,12/31/1899 09:00:00 AM,VILLA DEL PRADO - EL GUABITO E5,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,54,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,-,SECUNDARIA,76001000,CAMIONETA,CHEVROLET,LUV TFR,1994,BLANCO,1
01/01/2016 12:00:00 AM,VALLE,CALI (CT),Viernes,12/31/1899 04:00:00 AM,URBANIZACION CALIMIO E6,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,28,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SUPERIOR,76001000,AUTOMOVIL,MAZDA,323 NB,1996,VERDE,1
01/01/2016 12:00:00 AM,VALLE,CALI (CT),Viernes,12/31/1899 11:15:00 AM,CIUDADELA CONFANDI E17,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,25,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,AUTOMOVIL,MAZDA,323 NS,1988,ABANO,1
01/02/2016 12:00:00 AM,ANTIOQUIA,OLAYA,Sábado,12/31/1899 04:30:00 PM,LA SERRANIA,RURAL,FINCAS Y SIMILARES,LLAVE MAESTRA,CONDUCTOR VEHICULO,-,58,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5501000,NIVELADORA,INTERNATIONAL,1703,1992,AMARILLO Y NEGRO,1
01/02/2016 12:00:00 AM,CESAR,BECERRIL,Sábado,12/31/1899 12:00:00 PM,CENTRO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,20045000,AUTOMOVIL,MAZDA,ALLEGRO,1999,AZUL,1
01/02/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,12/31/1899 06:30:00 PM,MANDALAY I ETAPA E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,44,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,11001000,CAMIONETA,MAZDA,B 2000,1988,BLANCO,1
01/02/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,12/31/1899 05:30:00 PM,VILLA CLAUDIA E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,51,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,TECNOLOGO DE SISTEMAS,TECNOLOGO,11001000,CAMIONETA,CHEVROLET,LUV,1996,BLANCO,1
01/02/2016 12:00:00 AM,NARIÑO,IPIALES,Sábado,12/31/1899 03:30:00 PM,CHAMPAGTH,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,45,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,52356000,AUTOMOVIL,CHEVROLET,SWIFT GTI,1994,ROJO,1
01/02/2016 12:00:00 AM,TOLIMA,ESPINAL,Sábado,12/31/1899 06:30:00 PM,VEREDA SAN LUIS,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR BUS,A PIE,42,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,73268000,BUS EJECUTIVO,CHEVROLET,FRR,2012,ROJO-VERDE,1
01/02/2016 12:00:00 AM,VALLE,CALI (CT),Sábado,12/31/1899 09:00:00 PM,SAN ANTONIO E3,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SUPERIOR,76001000,AUTOMOVIL,NISSAN,SENTRA B13,2010,GRIS,1
01/03/2016 12:00:00 AM,ANTIOQUIA,BELLO,Domingo,12/31/1899 10:00:00 PM,AUTOPISTA MED BOGOTA,RURAL,VIAS PUBLICAS,CONTUNDENTES,A PIE,CONDUCTOR VEHICULO,62,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,-,SECUNDARIA,5088000,AUTOMOVIL,RENAULT,SANDERO,2012,NEGRO,1
01/03/2016 12:00:00 AM,ANTIOQUIA,EL BAGRE,Domingo,12/31/1899 10:30:00 AM,VILLA ACURU,RURAL,FINCAS Y SIMILARES,LLAVE MAESTRA,A PIE,-,32,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SUPERIOR,5250000,RETROEXCAVADORA,ISUZU,LINEA STANDARD,2010,AZUL,1
01/03/2016 12:00:00 AM,ANTIOQUIA,GIRARDOTA,Domingo,12/31/1899 12:00:00 AM,MONTECARLO,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,33,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5308000,AUTOMOVIL,RENAULT,R 9 GTS,1985,AZUL,1
01/09/2016 12:00:00 AM,HUILA,TESALIA,Sábado,12/31/1899 09:00:00 PM,VEREDA EL CENTRO,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,43,FEMENINO,CASADO,COLOMBIA,AMA DE CASA,-,SECUNDARIA,41797000,CAMION,CHEVROLET,NPR,1998,ROJO,1
01/03/2016 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),Domingo,12/31/1899 08:30:00 PM,CEVILLAR,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,28,MASCULINO,SOLTERO,COLOMBIA,NO REPORTA,-,SUPERIOR,8001000,CAMIONETA,HYUNDAI,TUCSON iX35 GL,2012,PLATA,1
01/03/2016 12:00:00 AM,CALDAS,MANIZALES (CT),Domingo,12/31/1899 02:00:00 AM,PERALONSO,URBANA,VIAS PUBLICAS,ESCOPOLAMINA,A PIE,A PIE,34,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,17001000,AUTOMOVIL,CHEVROLET,SPRINT,1989,NEGRO GRAFITO,1
01/03/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,12/31/1899 08:00:00 PM,MODELIA E-9,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PUBLICO,ADMINISTRADOR DE EMPRESAS,SUPERIOR,11001000,AUTOMOVIL,CHEVROLET,SPARK,2016,ROJO,1
01/03/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,12/31/1899 12:00:00 AM,ALCALÁ E-16,URBANA,CASAS DE HABITACION,LLAVE MAESTRA,A PIE,A PIE,35,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,11001000,AUTOMOVIL,CITROEN,BERLINGO,2008,BLANCO,1
01/03/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,12/31/1899 10:00:00 PM,CASTILLA LA NUEVA E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,43,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,TECNICO EMPRESARIAL,TECNICO,11001000,AUTOMOVIL,CHEVROLET,SPARK,2013,ROJO,1
01/03/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,12/31/1899 10:00:00 PM,SAN ANTONIO E-1,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,28,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,INGENIERO,SUPERIOR,11001000,AUTOMOVIL,RENAULT,LOGAN EXPRESSION,2016,GRIS,1
01/03/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,12/31/1899 11:00:00 AM,CHICALA E-7,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,72,MASCULINO,CASADO,COLOMBIA,PENSIONADO,-,SECUNDARIA,11001000,CAMPERO,CHEVROLET,TROOPER,1989,BLANCO,1
01/03/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,12/31/1899 11:00:00 AM,QUIROGA IHS ETAPA E-18,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,38,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,AUTOMOVIL,FORD,BRONCO XLT,1994,BLANCO,1
01/03/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,12/31/1899 03:40:00 PM,SAN CRISTOBAL E-4,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,47,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,11001000,AUTOMOVIL,HYUNDAI,i 10 GL,2015,AMARILLO,1
01/03/2016 12:00:00 AM,NORTE DE SANTANDER,LOS PATIOS,Domingo,12/31/1899 01:15:00 AM,SECTOR PINAR DEL RIO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,-,A PIE,35,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,INGENIERO ELECTRICO,SUPERIOR,54405000,CAMIONETA,DAIHATSU,TERIOS,2003,ROJO,1
01/04/2016 12:00:00 AM,ANTIOQUIA,BELLO,Lunes,12/31/1899 07:00:00 PM,LA CABAÑITA,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,35,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5088000,AUTOMOVIL,MAZDA,SIN LINEA,1994,GRIS,1
01/04/2016 12:00:00 AM,ANTIOQUIA,CALDAS,Lunes,12/31/1899 01:00:00 AM,CRISTO REY,URBANA,SOBRE ANDEN - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,70,MASCULINO,CASADO,COLOMBIA,PENSIONADO,-,SECUNDARIA,5129000,AUTOMOVIL,RENAULT,R 9 GTS,1986,BLANCO,1
01/04/2016 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Lunes,12/31/1899 02:00:00 AM,BELALCAZAR C-5,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,35,FEMENINO,CASADO,COLOMBIA,AMA DE CASA,-,SECUNDARIA,5001000,CAMIONETA,TOYOTA,SIN LINEA,1972,VERDE,1
01/04/2016 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Lunes,12/31/1899 06:30:00 AM,PERPETUO SOCORRO C-10,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,55,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5001000,CAMIONETA,CHEVROLET,SIN LINEA,1990,ROJO,1
01/04/2016 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Lunes,12/31/1899 05:45:00 PM,BOSQUES DE SAN PABLO C-7,URBANA,PARQUEADERO,LLAVE MAESTRA,A PIE,A PIE,43,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,AUTOMOVIL,CHEVROLET,AVEO FAMILY,2010,PLATA,1
01/04/2016 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Lunes,12/31/1899 01:45:00 PM,EL SALVADOR  C-9,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,49,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,AUTOMOVIL,MAZDA,323 HB,1985,GRIS,1
01/04/2016 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),Lunes,12/31/1899 11:00:00 PM,LAS ESTRELLAS,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,37,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,INGENIERO CIVIL,SUPERIOR,8001000,AUTOMOVIL,MAZDA,626,2002,AZUL,1
01/04/2016 12:00:00 AM,ATLÁNTICO,SOLEDAD,Lunes,12/31/1899 03:20:00 PM,VILLA MARIA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,47,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,8758000,CAMION,CHEVROLET,NPR,2013,BLANCO,1
01/04/2016 12:00:00 AM,CAUCA,BUENOS AIRES,Lunes,12/31/1899 08:00:00 AM,VDA PALOBLANCO,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,51,MASCULINO,CASADO,COLOMBIA,COMERCIANTE,TECNICO EN MERCADEO,TECNICO,19110000,CAMIONETA,NISSAN,D22,2010,BLANCO,1
01/04/2016 12:00:00 AM,CESAR,VALLEDUPAR (CT),Lunes,12/31/1899 04:45:00 PM,VEREDA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,81,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,20001000,CAMIONETA,TOYOTA,FJ 75,1993,ROJO,1
01/04/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,12/31/1899 08:00:00 PM,TIMIZA CÉLULA A LOTE RA-2 E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,38,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,TECNICO,11001000,CAMIONETA,CHEVROLET,SUPER CARRY CARGO TECHO ALTO,2007,PLATA,1
01/04/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,12/31/1899 06:00:00 PM,EL BOGOTANO II E-9,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,60,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,CAMIONETA,FORD,F 350,1995,VERDE,1
01/04/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,12/31/1899 03:00:00 PM,TUNJUELITO E-6,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,30,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,CAMIONETA,CHEVROLET,LUV TFR,1990,ROJO,1
01/04/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,12/31/1899 01:00:00 PM,CIUDAD KENNEDY CENTRAL E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,39,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,TECNICO,11001000,AUTOMOVIL,CHEVROLET,SPARK,2011,NEGRO,1
01/04/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,12/31/1899 06:30:00 PM,OSPINA PÉREZ E-16,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,39,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,TECNICO EMPRESARIAL,TECNICO,11001000,AUTOMOVIL,CHEVROLET,SPRINT,1995,VERDE,1
01/04/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,12/31/1899 12:30:00 AM,CALANDAIMA E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,43,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,-,PRIMARIA,11001000,AUTOMOVIL,CHEVROLET,SPRINT,1998,PLATA NIQUEL,1
01/04/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,12/31/1899 08:40:00 PM,LA PAMPA II E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,INGENIERO,SUPERIOR,11001000,AUTOMOVIL,KIA,PICANTO EX,2015,ROJO,1
01/04/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,12/31/1899 04:15:00 PM,SANTA MATILDE I SECTOR E-16,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,47,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,TECNICO,11001000,CAMIONETA,MAZDA,B26D47,2008,GRIS,1
01/04/2016 12:00:00 AM,META,VILLAVICENCIO (CT),Lunes,12/31/1899 04:00:00 PM,EL RETIRO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,56,MASCULINO,SOLTERO,COLOMBIA,PENSIONADO,-,SECUNDARIA,50001000,AUTOMOVIL,RENAULT,R 9 SUPER,1996,VERDE,1
01/04/2016 12:00:00 AM,VALLE,CALI (CT),Lunes,12/31/1899 01:30:00 AM,CIUDADELA FLORALIA E6,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,25,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76001000,AUTOMOVIL,MAZDA,626 LX,1989,ORO,1
01/04/2016 12:00:00 AM,VALLE,CALI (CT),Lunes,12/31/1899 10:20:00 PM,LAS QUINTAS DE DON SIMON E17,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,18,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76001000,AUTOMOVIL,KIA,NEW SOUL EX,2016,BLANCO,1
01/04/2016 12:00:00 AM,VALLE,CALI (CT),Lunes,12/31/1899 12:05:00 PM,PRIMERO DE MAYO E17,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,56,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,AUTOMOVIL,CHEVROLET,SAMURAI,1995,BLANCO,1
01/04/2016 12:00:00 AM,VALLE,CALI (CT),Lunes,12/31/1899 07:48:00 PM,EUCARISTICO E19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,41,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,CONTADOR,SUPERIOR,76001000,CAMIONETA,TOYOTA,FORTUNER,2014,BLANCO,1
01/05/2016 12:00:00 AM,ANTIOQUIA,BELLO,Martes,12/31/1899 11:15:00 AM,BUENOS AIRES,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,45,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5088000,AUTOMOVIL,MAZDA,SIN LINEA,1994,GRIS,1
01/05/2016 12:00:00 AM,ANTIOQUIA,ITAGUI,Martes,12/31/1899 07:00:00 PM,SIMON BOLIVAR,URBANA,GARAJE,ARMA DE FUEGO,A PIE,A PIE,35,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5360000,AUTOMOVIL,RENAULT,STEPWAY,2016,BLANCO,1
01/05/2016 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Martes,12/31/1899 12:00:00 AM,EL DIAMANTE C-7,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,36,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,CAMIONETA,MAZDA,B 2000,1991,BLANCO,1
01/05/2016 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Martes,12/31/1899 08:00:00 AM,VILLANUEVA C-10,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,CONDUCTOR VEHICULO,55,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,5001000,CAMPERO,MITSUBISHI,V13VNA,1998,BLANCO,1
01/05/2016 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Martes,12/31/1899 07:30:00 AM,LAS ESMERALDAS  C-4,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO TAXI,CONDUCTOR TAXI,38,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,TAXI,CHEVROLET,SPARK LOCAL,2007,AMARILLO,1
01/05/2016 12:00:00 AM,ANTIOQUIA,RIONEGRO,Martes,12/31/1899 04:00:00 AM,LOS LAGOS,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,CONDUCTOR VEHICULO,47,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5615000,AUTOMOVIL,RENAULT,R 9 GTS,1985,TURQUEZA,1
01/05/2016 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),Martes,12/31/1899 12:40:00 AM,SAN ISIDRO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,PASAJERO BUS,CONDUCTOR BUS,21,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,8001000,MICROBUS,CHEVROLET,CHR 660 CT,2000,BLANCO,1
01/05/2016 12:00:00 AM,CAUCA,SUÁREZ,Martes,12/31/1899 06:10:00 AM,VDA LA TOMA,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,A PIE,59,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,CONTADOR PUBLICO,SUPERIOR,19780000,AUTOMOVIL,PEUGEOT,206,2007,AZUL,1
01/05/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,12/31/1899 10:00:00 PM,CASAVIANCA E-19,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,34,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,CAMIONETA,TOYOTA,LAND CRUISER,2000,BLANCO,1
01/05/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,12/31/1899 07:00:00 AM,TIMIZA CÉLULA A LOTE RA-2 E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,21,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,-,SUPERIOR,11001000,AUTOMOVIL,CHEVROLET,SPARK,2010,ROJO,1
01/05/2016 12:00:00 AM,NORTE DE SANTANDER,CÚCUTA (CT),Martes,12/31/1899 02:00:00 AM,BARRIO LOS COMUNEROS,URBANA,VIAS PUBLICAS,PUNZANTES,A PIE,CONDUCTOR VEHICULO,46,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,54001000,AUTOMOVIL,CHEVROLET,TROOPER,1978,AZUL,1
01/05/2016 12:00:00 AM,QUINDÍO,CALARCA,Martes,12/31/1899 03:00:00 PM,EL PESCADOR,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,25,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SUPERIOR,63130000,AUTOMOVIL,FORD,SIN LINEA,2014,NEGRO,1
01/05/2016 12:00:00 AM,VALLE,CALI (CT),Martes,12/31/1899 10:00:00 PM,SANTA ANITA E17,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,46,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,CAMIONETA,NISSAN,D22,2011,GRIS,1
01/05/2016 12:00:00 AM,VALLE,CALI (CT),Martes,12/31/1899 10:00:00 AM,CIUDAD DE LOS ALAMOS E2,URBANA,FRENTE CENTRO COMERCIAL,LLAVE MAESTRA,A PIE,A PIE,84,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,76001000,AUTOMOVIL,RENAULT,R 18 TS,1984,ROJO,1
